Customer ID,Gender,Age,Income (USD/Month)
59855,Female,30,3773
59854,Male,39,16959
59853,Female,38,18164
59852,Female,50,4830
59851,Male,31,12439
59850,Male,34,24213
59849,Male,22,30103
59848,Female,28,11872
59847,Female,29,21548
59846,Male,39,19737
59845,Female,39,16240
59844,Male,61,6234
59843,Female,34,28654
59842,Male,39,5662
59841,Female,38,24985
59840,Male,18,19725
59839,Male,36,13442
59838,Male,32,30467
59837,Female,23,5746
59836,Male,34,23754
59835,Male,19,26492
59834,Male,20,21532
59833,Male,28,14411
59832,Male,20,12578
59831,Female,37,12064
59830,Male,23,25809
59829,Female,19,19663
59828,Female,50,7957
59827,Female,31,3063
59826,Male,42,8663
59825,Male,47,7434
59824,Male,18,7809
59823,Female,32,8279
59822,Male,33,9773
59821,Male,42,3169
59820,Male,36,21797
59819,Female,29,10366
59818,Female,58,28750
59817,Male,32,13482
59816,Female,40,20465
59815,Female,38,26503
59814,Male,24,23935
59813,Female,32,6420
59812,Male,51,21082
59811,Male,38,20769
59810,Female,53,13049
59809,Male,27,21581
59808,Male,34,4496
59807,Male,39,7465
59806,Male,39,30134
59805,Female,22,3742
59804,Male,31,4550
59803,Female,53,24742
59802,Female,55,4202
59801,Female,38,21336
59800,Male,34,21637
59799,Male,33,19271
59798,Female,35,20750
59797,Male,50,24804
59796,Female,45,19150
59795,Male,51,22198
59794,Female,51,23490
59793,Male,28,4666
59792,Female,32,23419
59791,Male,30,24264
59790,Female,37,2040
59789,Female,21,2087
59788,Male,31,7928
59787,Male,25,27741
59786,Male,24,22725
59785,Male,29,23878
59784,Male,57,24887
59783,Female,37,8612
59782,Female,40,3521
59781,Male,46,13855
59780,Female,27,19766
59779,Female,32,29489
59778,Female,21,23433
59777,Male,32,15805
59776,Male,24,10191
59775,Male,35,21693
59774,Male,36,4783
59773,Male,42,4468
59772,Male,20,9236
59771,Female,53,24572
59770,Male,18,11468
59769,Female,62,9551
59768,Female,25,24526
59767,Female,63,13734
59766,Male,46,25609
59765,Female,31,9602
59764,Female,37,18074
59763,Female,32,6554
59762,Male,47,19581
59761,Female,33,18025
59760,Male,30,18944
59759,Female,62,29252
59758,Male,33,4743
59757,Female,19,16813
59756,Female,32,9130
59755,Male,31,19075
59754,Male,31,16831
59753,Male,45,16075
59752,Female,47,14183
59751,Male,26,13628
59750,Female,32,22912
59749,Male,26,16626
59748,Male,35,6132
59747,Female,53,8383
59746,Male,49,11366
59745,Male,23,33102
59744,Male,26,14244
59743,Male,31,21417
59742,Male,40,3704
59741,Male,38,13125
59740,Female,21,9975
59739,Male,29,17439
59738,Male,23,5368
59737,Female,29,8103
59736,Female,21,14863
59735,Female,53,18077
59734,Female,18,19547
59733,Female,31,14354
59732,Male,20,6648
59731,Female,59,21013
59730,Male,35,22959
59729,Female,25,4813
59728,Male,20,3752
59727,Male,34,12010
59726,Female,22,12412
59725,Male,35,23072
59724,Female,31,6501
59723,Female,24,2309
59722,Female,23,18876
59721,Male,28,2609
59720,Male,65,15759
59719,Male,28,17379
59718,Female,37,6046
59717,Female,48,11406
59716,Female,40,9374
59715,Female,19,34631
59714,Female,28,4300
59713,Female,38,11039
59712,Male,25,20277
59711,Male,19,15879
59710,Male,28,5275
59709,Female,30,20053
59708,Female,30,3338
59707,Male,25,23634
59706,Female,24,19483
59705,Female,34,32844
59704,Male,33,4277
59703,Female,37,20793
59702,Male,21,9482
59701,Male,27,11113
59700,Male,26,5371
59699,Male,18,19419
59698,Male,55,12338
59697,Female,28,11711
59696,Male,24,19264
59695,Female,59,3200
59694,Male,32,15165
59693,Female,28,5052
59692,Male,23,14435
59691,Female,47,10492
59690,Male,35,23388
59689,Female,44,17603
59688,Female,53,18305
59687,Male,31,4723
59686,Male,51,26031
59685,Male,56,17359
59684,Male,53,7367
59683,Female,46,14233
59682,Male,40,22732
59681,Female,28,20973
59680,Male,33,3485
59679,Male,47,9917
59678,Female,52,6751
59677,Male,48,27252
59676,Female,25,22997
59675,Male,38,6820
59674,Male,31,5337
59673,Male,32,21466
59672,Male,54,23797
59671,Female,57,17861
59670,Female,42,18727
59669,Male,26,33895
59668,Male,25,24276
59667,Male,30,20556
59666,Male,33,16610
59665,Female,48,29585
59664,Male,60,9142
59663,Male,38,6095
59662,Male,56,11506
59661,Male,36,15507
59660,Female,24,34959
59659,Male,21,4794
59658,Male,35,14996
59657,Male,61,18065
59656,Female,39,4008
59655,Male,24,20321
59654,Female,21,22726
59653,Male,25,24320
59652,Male,28,6946
59651,Male,32,22035
59650,Male,34,11213
59649,Female,34,15051
59648,Female,36,17025
59647,Female,30,5590
59646,Male,31,21966
59645,Male,56,30864
59644,Male,26,19315
59643,Female,45,22753
59642,Female,40,23909
59641,Female,38,8483
59640,Male,23,5255
59639,Female,38,4711
59638,Female,50,14811
59637,Female,25,11202
59636,Female,40,2954
59635,Female,21,20385
59634,Female,44,24454
59633,Male,21,30863
59632,Male,25,12732
59631,Male,22,13041
59630,Female,27,34451
59629,Male,23,20551
59628,Female,30,17854
59627,Male,40,4772
59626,Male,29,12637
59625,Female,38,6097
59624,Male,30,12516
59623,Male,51,4279
59622,Female,23,28337
59621,Female,28,23879
59620,Female,25,11108
59619,Male,57,3744
59618,Male,39,2430
59617,Female,36,2046
59616,Female,34,25145
59615,Female,37,6829
59614,Female,36,17700
59613,Female,25,23689
59612,Female,30,15066
59611,Female,36,2845
59610,Female,65,30964
59609,Male,38,18248
59608,Female,59,10763
59607,Male,18,4784
59606,Female,35,22185
59605,Female,32,14916
59604,Male,35,23507
59603,Male,30,2354
59602,Female,42,12220
59601,Female,43,17103
59600,Male,36,28875
59599,Male,37,17194
59598,Female,33,25588
59597,Female,41,21242
59596,Male,31,32849
59595,Male,31,33756
59594,Female,65,11583
59593,Male,40,14334
59592,Male,34,10924
59591,Male,38,4535
59590,Male,56,9306
59589,Male,38,6614
59588,Male,20,5136
59587,Male,61,19527
59586,Female,35,30529
59585,Female,23,22394
59584,Male,50,12579
59583,Male,19,31118
59582,Male,25,31876
59581,Male,54,8669
59580,Male,19,8104
59579,Male,25,9135
59578,Female,28,2566
59577,Male,33,9580
59576,Female,32,12290
59575,Male,58,7957
59574,Male,61,28441
59573,Male,29,21790
59572,Male,58,8254
59571,Male,39,17860
59570,Female,24,24731
59569,Female,37,26408
59568,Male,34,9341
59567,Male,35,12570
59566,Male,40,20147
59565,Male,54,6174
59564,Female,21,16537
59563,Female,36,5313
59562,Male,31,6610
59561,Female,50,25988
59560,Male,39,32833
59559,Male,39,13453
59558,Male,41,18286
59557,Male,19,23252
59556,Male,63,27215
59555,Male,45,23339
59554,Female,30,16362
59553,Male,30,19148
59552,Male,25,30757
59551,Female,26,4726
59550,Male,58,7388
59549,Male,60,21203
59548,Male,41,6975
59547,Male,49,7507
59546,Female,23,16845
59545,Female,39,34715
59544,Male,20,20943
59543,Female,29,5828
59542,Male,25,13123
59541,Male,28,21034
59540,Male,22,31701
59539,Female,54,2149
59538,Female,40,5299
59537,Male,19,14450
59536,Female,19,9272
59535,Female,44,10339
59534,Male,26,2253
59533,Male,29,17520
59532,Male,51,8703
59531,Female,38,10339
59530,Female,56,14096
59529,Female,18,12311
59528,Male,32,13611
59527,Female,29,33771
59526,Male,47,3570
59525,Male,18,19569
59524,Male,46,32617
59523,Male,34,14644
59522,Male,36,23941
59521,Male,34,33608
59520,Female,34,10475
59519,Male,35,12413
59518,Male,26,21788
59517,Female,28,17195
59516,Female,39,6232
59515,Male,62,16510
59514,Female,23,19374
59513,Male,56,19588
59512,Male,18,9040
59511,Male,30,16410
59510,Male,36,15804
59509,Male,30,24127
59508,Male,19,14930
59507,Female,25,17473
59506,Male,34,10320
59505,Female,40,32330
59504,Female,24,23144
59503,Female,19,16070
59502,Female,49,7549
59501,Female,22,12669
59500,Female,40,18407
59499,Male,18,11911
59498,Male,45,4713
59497,Male,36,12331
59496,Male,37,24396
59495,Male,32,3262
59494,Female,35,17699
59493,Male,39,16484
59492,Male,62,17698
59491,Female,28,11307
59490,Female,44,13170
59489,Male,55,20969
59488,Male,19,7900
59487,Male,25,17675
59486,Male,27,18160
59485,Female,26,4223
59484,Male,26,13029
59483,Male,36,19219
59482,Male,58,3728
59481,Female,45,18392
59480,Female,50,10598
59479,Female,20,18310
59478,Male,25,33839
59477,Male,59,8115
59476,Female,23,13412
59475,Male,38,11275
59474,Female,36,4917
59473,Male,60,12866
59472,Female,36,7445
59471,Male,62,10952
59470,Male,30,8234
59469,Male,22,9543
59468,Male,39,11059
59467,Female,29,8905
59466,Male,65,15588
59465,Female,45,8496
59464,Female,19,2788
59463,Female,25,15060
59462,Male,24,3235
59461,Male,45,20778
59460,Male,31,14347
59459,Male,32,13942
59458,Male,63,24460
59457,Female,39,3529
59456,Female,37,5375
59455,Female,49,23807
59454,Male,40,14461
59453,Male,30,9396
59452,Female,25,5790
59451,Male,60,2283
59450,Male,65,24003
59449,Male,62,15563
59448,Female,34,3621
59447,Female,23,18384
59446,Female,35,23434
59445,Female,51,22631
59444,Male,60,22479
59443,Female,18,9582
59442,Male,39,19283
59441,Male,19,3180
59440,Male,31,21224
59439,Female,45,5637
59438,Male,34,2263
59437,Female,19,4308
59436,Female,23,17703
59435,Male,40,22430
59434,Male,49,13152
59433,Male,31,11752
59432,Female,28,17835
59431,Female,46,24264
59430,Male,63,16324
59429,Female,23,23152
59428,Male,30,4947
59427,Female,33,18692
59426,Male,38,4969
59425,Male,25,22525
59424,Female,24,8529
59423,Female,23,18250
59422,Male,53,14841
59421,Male,64,22313
59420,Male,51,9796
59419,Male,18,12819
59418,Female,55,21284
59417,Male,25,9278
59416,Male,38,13813
59415,Female,23,14945
59414,Male,32,16106
59413,Female,21,2101
59412,Female,45,21874
59411,Male,23,6635
59410,Female,18,12773
59409,Female,37,14724
59408,Female,35,4895
59407,Male,34,9703
59406,Male,32,31284
59405,Male,29,10776
59404,Female,25,33128
59403,Male,34,7181
59402,Male,34,13489
59401,Female,25,26508
59400,Male,36,24555
59399,Male,31,18082
59398,Male,36,17535
59397,Male,24,22164
59396,Male,64,22956
59395,Male,35,2113
59394,Female,20,16809
59393,Male,27,24765
59392,Male,23,2940
59391,Female,61,13818
59390,Male,34,33167
59389,Male,31,12521
59388,Female,27,2690
59387,Female,38,9317
59386,Female,42,10239
59385,Female,35,14075
59384,Female,26,23123
59383,Female,33,17366
59382,Male,29,30708
59381,Male,26,13349
59380,Female,36,23405
59379,Male,36,9363
59378,Male,61,13732
59377,Female,38,16699
59376,Female,39,8885
59375,Male,56,15638
59374,Female,55,4655
59373,Female,30,10896
59372,Male,53,4912
59371,Male,53,28375
59370,Male,46,7514
59369,Female,58,19266
59368,Female,34,22414
59367,Male,19,21656
59366,Male,64,30629
59365,Male,48,7683
59364,Male,65,19636
59363,Female,23,2844
59362,Female,44,24513
59361,Male,63,2341
59360,Female,36,34933
59359,Male,31,10973
59358,Male,35,5210
59357,Female,26,26401
59356,Male,21,17556
59355,Female,35,5966
59354,Male,25,23597
59353,Female,63,23392
59352,Male,37,26875
59351,Male,52,3730
59350,Female,34,9051
59349,Male,29,9411
59348,Female,27,12332
59347,Male,26,9408
59346,Female,27,13012
59345,Male,24,13973
59344,Female,27,21990
59343,Male,28,17944
59342,Female,29,11378
59341,Female,22,12065
59340,Male,28,22193
59339,Male,33,20097
59338,Male,57,33293
59337,Female,38,19750
59336,Female,19,26265
59335,Male,20,6573
59334,Female,37,13227
59333,Male,39,8885
59332,Male,50,19161
59331,Male,44,17043
59330,Female,21,2664
59329,Male,50,7589
59328,Male,27,22091
59327,Male,30,4486
59326,Male,26,22169
59325,Male,26,12671
59324,Male,35,11199
59323,Female,23,11604
59322,Male,64,20332
59321,Male,45,22849
59320,Male,40,13640
59319,Male,38,7525
59318,Male,40,11017
59317,Female,20,2407
59316,Male,42,4317
59315,Male,25,10294
59314,Female,20,24831
59313,Male,35,9093
59312,Female,42,6401
59311,Male,18,8914
59310,Male,38,15387
59309,Female,29,21471
59308,Male,30,19110
59307,Male,23,9888
59306,Male,25,10766
59305,Female,52,11531
59304,Male,58,32710
59303,Female,26,22028
59302,Male,18,10400
59301,Male,58,29692
59300,Male,22,18601
59299,Male,55,34163
59298,Female,57,8875
59297,Male,36,7320
59296,Male,39,7598
59295,Female,24,18493
59294,Male,27,8925
59293,Female,43,11199
59292,Male,28,15542
59291,Male,42,4290
59290,Male,23,7996
59289,Male,22,18252
59288,Male,56,11798
59287,Female,24,11976
59286,Male,40,19331
59285,Male,40,11045
59284,Female,37,7773
59283,Male,25,12342
59282,Male,28,24024
59281,Female,28,11470
59280,Male,19,5525
59279,Male,45,22094
59278,Male,22,23273
59277,Male,39,11455
59276,Female,32,9560
59275,Male,20,8549
59274,Female,25,22928
59273,Female,64,34688
59272,Male,38,34968
59271,Female,43,11760
59270,Female,30,16712
59269,Male,28,5185
59268,Male,28,3737
59267,Female,41,21634
59266,Male,28,34640
59265,Male,34,23784
59264,Female,28,21542
59263,Female,27,4971
59262,Male,35,18868
59261,Female,19,32692
59260,Male,36,7381
59259,Male,51,15360
59258,Female,36,15881
59257,Male,27,10656
59256,Female,35,11334
59255,Male,31,16847
59254,Male,32,5239
59253,Male,47,10034
59252,Male,26,20356
59251,Male,25,16725
59250,Female,29,3680
59249,Female,21,10320
59248,Male,24,9232
59247,Male,20,4125
59246,Female,26,2304
59245,Male,62,7878
59244,Female,53,2104
59243,Male,36,8602
59242,Female,21,4221
59241,Female,36,4622
59240,Female,29,3925
59239,Male,30,27436
59238,Male,35,10822
59237,Male,40,22148
59236,Female,32,25042
59235,Male,26,17409
59234,Female,37,23423
59233,Male,60,26922
59232,Female,27,2666
59231,Male,43,18592
59230,Female,40,20221
59229,Female,28,18256
59228,Male,45,20254
59227,Female,26,5439
59226,Male,37,34626
59225,Male,35,20073
59224,Male,31,16869
59223,Male,30,32911
59222,Female,64,20378
59221,Male,48,33204
59220,Female,24,21855
59219,Male,18,11469
59218,Male,27,5527
59217,Male,30,2783
59216,Female,34,21274
59215,Female,60,11807
59214,Female,34,12272
59213,Female,38,23449
59212,Female,40,12413
59211,Female,63,23204
59210,Female,28,9451
59209,Male,22,9384
59208,Male,25,17790
59207,Female,36,8132
59206,Female,56,5902
59205,Female,22,22007
59204,Male,60,23157
59203,Male,40,13123
59202,Male,38,15755
59201,Male,26,32363
59200,Male,21,26380
59199,Male,65,21355
59198,Female,36,19554
59197,Male,18,11289
59196,Female,26,11826
59195,Female,21,13950
59194,Male,27,10637
59193,Female,34,26048
59192,Male,28,3721
59191,Female,47,23542
59190,Male,39,21903
59189,Female,34,33960
59188,Male,51,12155
59187,Female,52,13751
59186,Female,26,32442
59185,Female,42,11396
59184,Male,33,8581
59183,Female,63,5520
59182,Male,40,16890
59181,Female,28,22530
59180,Female,25,18665
59179,Male,34,13592
59178,Female,24,5953
59177,Female,32,20820
59176,Male,41,15688
59175,Female,22,14737
59174,Male,21,2426
59173,Female,45,29171
59172,Male,28,16836
59171,Female,25,3386
59170,Male,31,9600
59169,Female,19,12007
59168,Female,52,10068
59167,Female,31,17883
59166,Female,33,11315
59165,Male,29,7486
59164,Female,33,21681
59163,Female,65,18230
59162,Male,26,10790
59161,Female,44,18792
59160,Male,48,20196
59159,Female,39,10096
59158,Male,42,7274
59157,Female,31,24420
59156,Male,60,11991
59155,Female,23,20830
59154,Male,43,9541
59153,Male,23,7513
59152,Female,59,25132
59151,Male,25,8534
59150,Female,20,14842
59149,Female,27,11185
59148,Female,45,9719
59147,Male,23,15168
59146,Female,31,8445
59145,Female,26,4743
59144,Male,46,13079
59143,Male,57,6191
59142,Female,51,6798
59141,Male,29,18790
59140,Female,40,12975
59139,Male,40,22957
59138,Male,64,17436
59137,Male,60,9754
59136,Female,25,5548
59135,Female,29,7025
59134,Male,52,10355
59133,Female,19,23982
59132,Female,22,11381
59131,Female,63,32622
59130,Female,27,15052
59129,Female,27,24797
59128,Male,25,4860
59127,Female,18,13571
59126,Male,27,19273
59125,Male,44,21996
59124,Female,55,31208
59123,Male,48,27200
59122,Female,65,5687
59121,Female,22,7402
59120,Female,31,16632
59119,Female,20,9957
59118,Male,25,19786
59117,Female,40,14302
59116,Male,46,11281
59115,Male,18,21526
59114,Male,46,7700
59113,Male,27,9337
59112,Female,20,22252
59111,Female,33,3873
59110,Female,33,23117
59109,Male,38,14157
59108,Male,38,3818
59107,Female,18,4729
59106,Female,27,12447
59105,Female,35,7131
59104,Female,50,21052
59103,Female,41,4988
59102,Male,34,11245
59101,Male,28,18220
59100,Male,22,12580
59099,Female,65,24751
59098,Male,39,4670
59097,Male,51,24419
59096,Male,31,25927
59095,Female,26,11748
59094,Male,23,16178
59093,Female,31,26829
59092,Male,32,23837
59091,Female,29,14390
59090,Male,24,18174
59089,Male,59,24556
59088,Female,53,23020
59087,Male,20,6005
59086,Female,38,34684
59085,Female,33,17146
59084,Male,60,10477
59083,Female,30,2473
59082,Male,25,2907
59081,Female,38,4177
59080,Male,37,11294
59079,Male,22,30397
59078,Female,40,22415
59077,Female,43,34406
59076,Male,36,13041
59075,Female,44,15538
59074,Male,58,21383
59073,Female,39,15953
59072,Female,35,18932
59071,Female,31,6219
59070,Female,43,2560
59069,Female,25,2922
59068,Female,36,7354
59067,Male,30,24988
59066,Male,61,15290
59065,Female,18,12031
59064,Male,22,14835
59063,Female,41,24077
59062,Male,23,18679
59061,Male,49,4340
59060,Female,32,12803
59059,Male,29,2019
59058,Male,37,4457
59057,Male,58,17468
59056,Female,37,24965
59055,Female,26,13250
59054,Female,36,6395
59053,Male,32,24264
59052,Male,24,22748
59051,Female,39,31848
59050,Male,31,19024
59049,Male,24,19361
59048,Female,29,4210
59047,Male,37,10187
59046,Male,40,20245
59045,Female,24,13472
59044,Male,27,13169
59043,Female,23,9764
59042,Female,26,12256
59041,Male,63,8096
59040,Female,61,15726
59039,Female,29,24058
59038,Male,28,4365
59037,Female,31,11539
59036,Male,18,16903
59035,Female,20,7888
59034,Male,48,24368
59033,Female,38,15358
59032,Female,33,10658
59031,Male,38,8766
59030,Male,46,17990
59029,Male,64,6670
59028,Male,49,7775
59027,Female,32,2191
59026,Female,21,4213
59025,Male,41,16975
59024,Female,28,15587
59023,Female,26,28765
59022,Female,35,2169
59021,Male,59,20172
59020,Female,29,4955
59019,Male,27,14246
59018,Male,39,21698
59017,Male,36,12931
59016,Female,25,10002
59015,Female,45,5502
59014,Female,39,13129
59013,Male,27,13091
59012,Female,32,17002
59011,Male,22,21625
59010,Male,33,18995
59009,Female,19,25327
59008,Male,32,11063
59007,Male,63,6683
59006,Male,19,16321
59005,Female,24,13380
59004,Female,36,25727
59003,Male,58,13272
59002,Male,18,3607
59001,Female,19,11852
59000,Female,28,19543
58999,Female,31,6289
58998,Male,29,23799
58997,Male,29,11822
58996,Female,39,24527
58995,Male,22,17558
58994,Male,21,4331
58993,Male,22,20234
58992,Female,59,13918
58991,Female,25,16960
58990,Male,31,3085
58989,Male,33,3693
58988,Male,38,19815
58987,Male,56,23240
58986,Male,42,13323
58985,Male,33,2621
58984,Male,18,3108
58983,Female,18,4445
58982,Male,19,13752
58981,Male,40,11899
58980,Female,27,13255
58979,Male,31,4786
58978,Female,22,19440
58977,Female,33,19999
58976,Female,31,6073
58975,Female,41,8652
58974,Male,33,23891
58973,Female,31,19415
58972,Female,23,22397
58971,Male,24,15030
58970,Female,39,22324
58969,Female,33,17116
58968,Female,22,17235
58967,Male,21,2040
58966,Male,35,11105
58965,Female,30,2443
58964,Female,20,17364
58963,Female,39,4622
58962,Male,24,27308
58961,Male,36,5082
58960,Female,25,15181
58959,Male,32,3226
58958,Female,63,3725
58957,Female,50,24389
58956,Male,39,24646
58955,Male,23,6385
58954,Male,37,10070
58953,Male,48,22695
58952,Female,22,8400
58951,Male,24,2698
58950,Male,20,12939
58949,Male,30,21379
58948,Female,54,3950
58947,Male,37,23741
58946,Female,41,21510
58945,Male,31,5853
58944,Male,65,12392
58943,Female,21,16895
58942,Female,42,2774
58941,Female,43,14321
58940,Male,25,25507
58939,Male,61,21092
58938,Male,45,21235
58937,Male,22,6687
58936,Female,27,27320
58935,Male,39,3071
58934,Male,56,7030
58933,Male,47,32967
58932,Male,27,8502
58931,Male,39,6823
58930,Male,50,15318
58929,Female,45,26691
58928,Male,32,15039
58927,Female,20,5197
58926,Male,37,6996
58925,Male,38,26550
58924,Female,35,7001
58923,Male,53,8183
58922,Male,55,16044
58921,Female,41,4711
58920,Male,65,13303
58919,Male,33,10256
58918,Male,46,17593
58917,Male,19,15264
58916,Female,28,8244
58915,Male,30,8772
58914,Male,19,21606
58913,Male,23,24219
58912,Male,46,16629
58911,Female,40,10502
58910,Male,25,29765
58909,Female,58,21893
58908,Female,20,9243
58907,Male,58,2857
58906,Female,37,4745
58905,Male,41,23933
58904,Male,34,22517
58903,Female,33,5688
58902,Male,35,9431
58901,Female,20,15010
58900,Male,32,27944
58899,Male,50,23063
58898,Male,46,11881
58897,Female,33,4665
58896,Male,59,20777
58895,Male,25,23515
58894,Male,52,16942
58893,Male,31,21467
58892,Female,30,3383
58891,Female,21,3655
58890,Male,41,22046
58889,Female,33,17514
58888,Male,34,14889
58887,Female,26,22711
58886,Female,38,2847
58885,Female,50,8245
58884,Male,22,15544
58883,Male,21,10561
58882,Male,27,20709
58881,Male,33,9297
58880,Male,29,22803
58879,Male,28,8776
58878,Male,30,21749
58877,Male,37,24822
58876,Male,44,15291
58875,Female,37,15165
58874,Female,38,6223
58873,Male,29,22062
58872,Male,35,17534
58871,Female,23,14032
58870,Female,24,2552
58869,Female,23,8770
58868,Male,26,16061
58867,Female,20,3004
58866,Female,47,14509
58865,Male,30,6803
58864,Male,43,22853
58863,Male,18,14297
58862,Female,40,28492
58861,Male,40,3791
58860,Female,56,11363
58859,Female,26,28790
58858,Female,26,18648
58857,Female,27,21256
58856,Female,18,2120
58855,Female,29,17093
58854,Female,22,11065
58853,Female,35,20477
58852,Female,44,22408
58851,Male,18,22698
58850,Female,29,10518
58849,Female,30,6280
58848,Female,19,32102
58847,Female,38,20035
58846,Male,42,7801
58845,Female,44,8099
58844,Female,60,17132
58843,Male,40,12932
58842,Female,58,16656
58841,Male,23,5068
58840,Male,34,16156
58839,Female,22,7629
58838,Male,27,14257
58837,Male,21,12479
58836,Male,28,10235
58835,Female,57,17664
58834,Male,54,22918
58833,Male,58,22976
58832,Female,41,14205
58831,Female,18,28034
58830,Female,31,13514
58829,Female,64,20585
58828,Male,33,22671
58827,Male,35,23286
58826,Female,30,17110
58825,Male,21,5665
58824,Female,33,5125
58823,Male,33,18917
58822,Male,51,20501
58821,Male,31,8356
58820,Female,30,11177
58819,Female,52,3119
58818,Female,37,10256
58817,Female,18,33653
58816,Male,34,5328
58815,Male,48,15981
58814,Male,38,27925
58813,Male,65,22640
58812,Male,51,30137
58811,Male,22,4800
58810,Male,34,3119
58809,Female,42,19371
58808,Male,44,4399
58807,Male,19,2330
58806,Female,49,33768
58805,Male,33,3550
58804,Female,65,4720
58803,Female,22,15578
58802,Female,29,10983
58801,Female,46,13463
58800,Male,27,18059
58799,Male,38,13843
58798,Male,21,23484
58797,Male,36,22935
58796,Male,25,4794
58795,Male,48,23420
58794,Female,64,2911
58793,Female,37,16927
58792,Male,18,7556
58791,Male,27,21968
58790,Female,37,24433
58789,Female,28,27626
58788,Female,37,2263
58787,Female,44,16262
58786,Female,23,13701
58785,Female,21,12246
58784,Female,32,17877
58783,Female,31,4192
58782,Male,18,10728
58781,Male,21,2219
58780,Female,49,22355
58779,Male,29,15420
58778,Male,55,5444
58777,Male,22,14087
58776,Female,24,10504
58775,Female,54,15503
58774,Male,20,23602
58773,Male,30,30859
58772,Male,59,12020
58771,Female,39,12854
58770,Female,33,21397
58769,Female,36,3070
58768,Female,26,17930
58767,Male,30,17706
58766,Female,22,4485
58765,Male,53,28019
58764,Male,26,6145
58763,Female,41,4978
58762,Male,28,17438
58761,Male,25,31854
58760,Male,30,11691
58759,Male,25,8127
58758,Female,29,21532
58757,Male,60,26974
58756,Male,40,20332
58755,Female,28,8671
58754,Female,21,19030
58753,Male,33,22199
58752,Male,36,23877
58751,Male,38,27508
58750,Male,24,14347
58749,Male,34,20859
58748,Male,49,33384
58747,Male,23,6001
58746,Female,52,7489
58745,Female,40,15499
58744,Female,29,21101
58743,Male,19,30034
58742,Male,24,4884
58741,Female,37,5541
58740,Male,52,17953
58739,Male,22,4733
58738,Female,63,10770
58737,Male,49,10523
58736,Female,56,10306
58735,Female,48,6686
58734,Female,26,4383
58733,Female,37,24065
